1
1	11	21	31	41	51	61	71	81
3087	12	21	31	42	53	61	72	81
3088	12	21	33	42	52	61	72	81
3089	11	22	34	44	52	62	71	82
3090	12	21	31	42	51	62	73	81
3091	12	22	32	43	53	62	73	82
3092	11	24	32	42	53	61	72	81
3093	11	24	31	43	51	61	71	81
3094	11	21	34	43	53	61	73	82
3095	11	21	34	41	53	61	72	82
3096	13	25	31	41	51	61	71	81
3097	11	23	32	43	51	61	71	82
3098	11	22	31	41	51	62	73	82
3099	11	22	32	44	53	62	73	81
3100	11	23	34	44	53	61	71	81
3101	11	24	32	41	53	61	72	81
3102	12	21	33	42	53	62	73	81
3103	11	24	34	43	51	61	72	81
3104	12	22	32	41	53	62	72	81
3105	13	22	32	42	53	61	72	81
3106	12	23	33	42	53	62	72	81
3107	11	22	33	42	53	62	73	81
3108	11	21	34	43	53	62	72	82
3109	11	24	32	44	52	62	71	81
3110	13	22	33	41	53	62	71	81
3111	11	24	32	42	52	61	71	82
3112	11	21	33	41	51	62	73	81
3113	11	22	33	41	51	61	73	82
3114	13	21	34	42	51	61	71	81
3115	11	24	33	44	51	61	71	81
3116	12	22	31	44	51	62	71	82
3117	11	21	34	42	53	62	71	81
3118	11	23	34	41	53	61	72	82
3119	12	23	33	42	52	61	71	81
3120	12	21	32	43	51	61	73	81
3121	12	23	34	44	52	62	72	81
3122	11	23	31	44	53	61	71	82
3123	13	21	34	44	51	62	72	81
3124	12	24	32	44	51	61	72	81
3125	13	24	33	41	51	61	71	81
3126	12	22	31	44	51	61	73	82
3127	13	21	32	43	53	61	71	81
3128	12	22	32	41	51	61	73	82
3129	12	22	34	43	51	61	73	81
3130	12	22	33	44	52	61	71	82
3131	11	24	33	44	52	62	72	81
3132	11	22	32	41	52	62	72	82
3133	12	25	32	44	51	61	72	81
3134	12	25	33	44	51	61	72	81
3135	12	22	31	41	51	62	73	82
3136	11	21	31	42	51	61	72	82
3137	11	23	31	43	51	61	73	82
3138	13	21	31	44	51	62	72	81
3139	12	22	33	42	53	61	71	82
3140	12	22	34	43	53	62	71	82
3141	11	22	31	44	53	61	73	82
3142	12	22	34	41	52	61	71	81
3143	12	23	31	44	51	61	71	81
3144	11	23	34	43	52	61	73	82
3145	11	23	31	41	53	61	73	81
3146	11	22	32	43	53	62	72	82
3147	12	21	31	44	52	61	73	82
3148	11	23	34	44	51	61	73	82
3149	11	22	31	41	51	62	73	81
3150	11	24	32	44	51	62	71	81
3151	13	22	32	42	51	61	71	82
3152	11	21	34	43	53	62	73	82
3153	13	22	31	41	53	61	73	82
3154	11	23	33	44	52	61	73	82
3155	11	22	34	41	53	62	72	81
3156	11	22	34	43	52	61	71	82
3157	11	22	34	44	51	61	71	82
3158	11	24	31	41	52	62	73	82
3159	11	25	31	43	51	61	72	81
3160	11	23	33	41	52	61	72	82
3161	11	21	33	42	53	61	73	81
3162	11	22	31	43	51	62	73	81
3163	11	24	32	42	52	62	72	81
3164	11	22	32	42	53	62	71	81
3165	13	21	33	43	51	62	71	81
3166	12	21	32	41	52	61	73	81
3167	11	21	32	41	52	61	73	82
3168	13	23	34	43	51	61	72	81
3169	12	21	34	43	51	62	72	81
3170	11	23	34	43	51	62	72	82
3171	12	24	31	42	51	62	71	81
3172	11	23	32	43	53	61	72	82
3173	12	23	32	44	53	62	71	81
3174	13	22	34	41	51	61	72	82
3175	12	21	33	43	52	61	72	81
3176	11	22	33	42	52	62	73	81
3177	11	24	32	42	52	62	71	82
3178	11	22	31	43	53	61	72	81
3179	12	21	32	44	53	61	71	82
3180	11	23	33	44	52	61	72	82
3181	11	25	33	42	51	61	72	81
3182	12	22	33	41	53	62	71	82
3183	11	24	33	44	51	61	72	81
3184	11	23	33	44	52	61	72	81
3185	12	21	32	42	53	62	71	81
3186	11	22	33	43	53	61	72	82
3187	11	23	31	42	52	61	72	82
3188	12	21	31	41	53	62	73	82
3189	11	22	33	44	53	62	71	81
3190	12	25	32	41	51	62	72	81
3191	11	21	31	44	52	62	73	82
3192	12	22	34	41	53	61	73	82
3193	11	24	33	43	51	61	71	81
3194	11	21	33	43	51	61	73	81
3195	11	21	33	44	51	62	72	82
3196	12	22	33	43	52	62	71	82
3197	11	22	34	41	51	62	72	81
3198	11	23	34	44	53	61	72	82
3199	13	25	31	43	51	61	71	81
3200	11	21	31	41	53	61	71	82
3201	13	24	34	41	51	61	71	81
3202	13	24	32	42	51	61	71	81
3203	12	24	32	42	52	61	72	81
3204	11	22	34	41	53	61	71	81
3205	13	24	32	44	51	61	71	81
3206	12	24	31	42	51	62	72	81
3207	12	23	31	42	51	61	73	81
3208	11	24	31	41	51	62	73	82
3209	11	21	34	42	52	62	72	82
3210	11	25	33	41	52	62	72	81
3211	13	21	33	41	53	61	72	81
3212	12	23	32	41	51	61	72	82
3213	11	24	32	42	52	61	71	81
3214	11	22	31	41	53	62	73	81
3215	12	21	33	42	51	62	71	81
3216	11	22	32	44	53	61	73	81
3217	13	22	34	42	53	62	72	81
3218	13	22	31	43	51	61	73	81
3219	12	21	33	43	52	61	71	81
3220	12	21	33	43	53	61	73	82
3221	11	21	32	44	53	62	71	82
3222	12	23	33	44	53	61	72	81
3223	11	21	31	44	52	61	73	81
3224	11	22	34	43	51	62	73	81
3225	12	21	31	44	53	62	72	81
3226	13	22	33	42	51	61	71	81
3227	11	23	33	43	53	62	72	82
3228	12	21	33	44	53	62	71	81
3229	11	21	33	41	51	61	71	82
3230	12	22	31	44	51	61	72	82
3231	12	22	34	41	52	61	73	81
3232	12	23	32	43	53	61	71	81
3233	12	21	33	43	51	62	72	82
3234	12	21	33	44	52	61	72	82
3235	12	21	33	42	52	61	72	82
3236	12	23	32	42	51	62	72	81
3237	12	23	31	42	51	61	71	81
3238	13	22	33	41	51	61	73	82
3239	12	22	31	44	53	62	71	81
3240	11	21	31	43	52	61	73	81
3241	12	21	33	44	53	61	73	81
3242	12	21	32	43	53	62	73	82
3243	13	21	32	41	52	62	73	81
3244	13	21	31	42	51	61	73	82
3245	11	22	33	44	52	61	73	81
3246	12	22	34	42	52	61	71	82
3247	12	22	32	41	52	62	73	82
3248	12	21	32	43	51	62	71	82
3249	12	22	33	43	52	61	71	82
3250	13	21	32	43	51	61	72	82
3251	12	22	33	44	52	61	73	81
3252	11	23	34	44	52	61	73	82
3253	12	23	31	41	53	62	71	81
3254	12	21	34	41	53	61	71	81
3255	11	23	34	42	53	62	72	82
3256	11	25	32	41	52	61	72	81
3257	11	21	34	41	51	61	71	82
3258	12	21	34	44	51	62	73	81
3259	11	22	33	43	51	62	71	81
3260	12	23	31	41	52	61	73	81
3261	13	21	31	42	51	62	72	82
3262	13	21	32	41	52	62	71	81
3263	12	22	33	44	52	62	73	82
3264	11	23	32	41	51	61	71	82
3265	11	23	31	44	52	62	72	81
3266	12	22	34	43	53	62	73	82
3267	11	22	34	44	53	61	73	82
3268	11	22	32	44	52	62	73	81
3269	11	23	34	44	52	62	73	82
3270	13	22	33	43	52	62	71	81
3271	11	23	34	42	51	62	72	81
3272	12	22	31	44	53	61	73	81
3273	11	23	32	41	53	61	71	82
3274	12	22	33	43	52	62	73	82
3275	11	22	33	41	51	61	71	82
3276	13	24	32	44	51	61	72	81
3277	11	23	32	42	52	62	73	81
3278	12	22	34	43	52	62	71	81
3279	13	23	32	42	51	61	72	81
3280	11	24	34	43	51	61	71	82
3281	13	24	31	42	52	62	71	81
3282	13	22	33	41	52	61	73	81
3283	11	22	32	44	53	62	71	82
3284	11	21	34	44	51	62	73	81
3285	13	21	34	44	53	61	72	81
3286	13	24	31	41	53	62	71	81
3287	11	22	33	42	53	61	71	82
3288	12	22	34	44	53	62	72	82
3289	12	22	32	44	53	61	72	81
3290	11	21	33	43	53	62	73	82
3291	11	22	34	44	52	61	73	81
3292	12	22	31	41	51	62	72	82
3293	12	23	32	41	51	62	71	82
3294	11	24	33	43	53	62	71	81
3295	13	21	32	42	52	61	73	81
3296	11	24	32	44	51	61	71	82
3297	13	21	32	42	51	62	73	81
3298	12	21	33	44	53	61	73	82
3299	12	22	32	43	52	62	72	82
3300	12	21	33	41	53	62	71	82
3301	11	22	34	43	53	62	72	82
3302	11	22	31	43	53	62	72	81
3303	13	22	31	42	51	61	72	82
3304	13	21	34	44	51	61	71	82
3305	13	21	31	42	51	62	71	81
3306	11	22	33	44	52	62	72	81
3307	12	25	34	43	51	61	72	81
3308	11	23	32	44	53	61	73	81
3309	11	23	32	42	53	61	71	81
3310	13	24	33	41	51	61	72	81
3311	11	22	31	42	51	61	73	82
3312	12	22	34	44	52	61	72	82
3313	12	21	34	43	53	61	71	81
3314	12	22	34	42	52	62	71	82
3315	12	21	34	41	53	62	73	82
3316	12	23	32	44	53	62	72	81
3317	11	24	31	44	52	61	71	81
3318	13	22	31	43	51	61	72	81
3319	12	23	32	41	52	61	72	81
3320	13	21	33	43	52	61	72	81
3321	11	22	33	44	53	61	73	81
3322	11	24	33	44	51	61	73	82
3323	11	21	32	43	52	61	71	82
3324	11	22	31	43	53	62	73	81
3325	12	22	32	42	51	61	73	81
3326	12	21	31	44	53	62	73	82
3327	12	21	32	43	51	61	73	82
3328	12	21	34	42	51	62	72	82
3329	11	24	31	43	51	61	73	82
3330	12	21	34	41	52	61	72	82
3331	11	24	33	43	51	62	71	81
3332	11	22	32	42	52	62	71	82
3333	11	21	32	41	51	62	73	81
3334	11	22	31	41	51	61	72	82
3335	12	22	32	43	52	61	71	81
3336	13	21	33	43	51	61	72	81
3337	11	22	33	43	52	61	72	81
3338	12	22	34	42	53	61	72	82
3339	12	21	34	41	51	62	73	81
3340	13	21	31	42	51	61	73	81
3341	13	22	32	43	52	62	71	81
3342	11	21	33	42	52	61	73	81
3343	11	22	32	41	53	62	71	82
3344	12	21	31	43	53	62	73	81
3345	12	22	33	41	53	61	73	82
3346	13	21	34	43	53	62	71	81
3347	12	25	31	44	51	61	71	81
3348	11	22	33	41	52	61	71	82
3349	11	24	34	43	52	61	71	81
3350	12	21	34	42	51	61	73	81
3351	13	22	34	43	53	62	72	81
3352	12	21	32	43	52	61	72	82
3353	12	21	34	43	53	62	73	82
3354	12	22	31	41	53	62	73	81
3355	13	24	31	41	51	61	73	81
3356	13	22	34	43	52	61	72	81
3357	13	21	31	43	51	61	72	81
3358	13	22	34	43	51	61	73	82
3359	13	21	32	42	51	61	73	82
3360	13	22	33	41	52	62	72	82
3361	11	24	32	43	51	61	73	81
3362	11	21	34	43	53	61	72	81
3363	13	21	32	41	53	62	72	81
3364	13	22	34	42	52	62	72	81
3365	11	22	33	42	51	61	72	82
3366	11	21	31	41	52	61	72	82
3367	11	22	32	43	53	61	73	82
3368	11	22	32	44	51	62	73	81
3369	11	22	34	41	51	62	71	81
3370	11	24	31	41	53	62	72	81
3371	12	22	33	44	52	62	73	81
3372	11	22	34	44	52	62	71	81
3373	11	21	31	41	53	61	72	82
3374	13	23	31	42	51	61	71	81
3375	11	24	34	44	53	62	72	81
3376	11	23	32	41	51	61	72	82
3377	12	22	34	41	51	61	72	82
3378	11	23	34	42	53	62	73	82
3379	11	23	34	41	52	62	72	82
3380	11	21	33	41	51	61	73	82
3381	11	23	31	44	52	62	71	82
3382	13	23	31	43	51	61	71	81
3383	12	23	33	41	52	61	71	82
3384	11	23	31	43	53	61	71	81
3385	12	24	31	41	53	62	71	81
3386	13	22	32	44	51	62	72	81
3387	11	25	34	43	51	61	72	81
3388	12	24	31	44	51	61	72	81
3389	12	21	33	43	52	62	72	82
3390	11	23	33	43	51	62	73	82
3391	12	21	34	43	53	61	73	81
3392	12	23	33	43	51	61	71	82
3393	12	21	34	42	53	61	73	82
3394	13	21	31	41	52	62	72	81
3395	12	22	33	42	52	61	71	82
3396	12	21	33	44	53	61	71	82
3397	11	25	33	41	51	62	72	81
3398	11	21	31	43	52	62	73	81
3399	11	23	34	41	52	61	72	81
3400	12	24	31	42	52	61	72	81
3401	12	23	32	42	52	62	71	81
3402	11	21	31	44	53	62	72	81
3403	13	22	31	44	51	61	73	81
3404	11	21	31	43	52	62	71	82
3405	12	21	34	43	51	61	73	82
3406	13	25	32	41	51	61	72	81
3407	11	21	34	44	52	62	73	82
3408	11	23	34	43	51	62	71	81
3409	12	21	32	41	51	61	73	82
3410	13	24	31	42	52	62	72	81
3411	12	21	31	44	53	61	72	82
3412	13	22	33	43	51	61	72	81
3413	13	22	33	42	51	61	73	81
3414	11	22	33	41	53	62	72	82
3415	11	23	31	43	52	62	71	81
3416	13	22	31	41	51	62	73	82
3417	13	22	31	43	52	61	71	81
3418	13	21	33	43	53	61	71	81
3419	11	25	31	41	51	61	72	81
3420	11	22	34	44	51	62	71	81
3421	12	21	32	43	52	61	71	81
3422	12	22	33	43	51	61	72	82
3423	11	23	33	42	52	62	73	81
3424	13	22	31	43	51	61	72	82
3425	13	22	32	42	53	62	71	81
3426	11	21	32	42	53	62	72	82
3427	11	24	31	43	51	61	71	82
3428	13	21	32	41	52	62	72	81
3429	11	22	33	43	52	61	73	82
3430	13	22	31	44	51	61	72	82
3431	12	22	31	43	51	62	72	81
3432	11	23	33	44	52	62	73	81
3433	11	24	31	42	53	61	72	81
3434	12	22	33	41	52	61	73	82
3435	13	21	33	44	51	61	72	81
3436	11	23	33	41	51	61	72	82
3437	13	21	34	42	51	61	73	81
3438	13	22	33	43	53	62	71	81
3439	13	21	33	41	52	61	71	81
3440	11	21	33	44	53	62	73	82
3441	12	24	31	41	53	61	72	81
3442	11	21	32	41	53	62	72	82
3443	11	24	32	44	53	62	72	81
3444	11	23	31	44	52	61	71	82
3445	11	22	33	42	51	62	72	82
3446	12	23	34	43	51	61	73	81
3447	11	23	32	44	52	62	71	82
3448	11	21	33	41	51	61	72	82
3449	12	21	31	43	51	61	73	81
3450	11	24	33	42	52	61	72	81
3451	12	21	31	43	53	61	72	82
3452	11	23	33	44	51	61	72	82
3453	12	23	33	44	51	61	73	82
3454	11	21	33	44	53	61	73	81
3455	12	21	34	43	52	61	72	81
3456	11	21	31	43	51	61	71	82
3457	11	23	31	41	53	62	73	82
3458	13	22	32	42	52	62	71	82
3459	12	21	34	44	53	62	73	81
3460	11	24	33	42	51	62	71	81
3461	12	23	31	43	53	61	72	81
3462	11	22	31	43	52	61	71	82
3463	12	21	33	42	53	62	71	82
3464	11	24	33	41	51	62	72	82
3465	13	21	31	41	52	62	73	82
3466	12	25	32	41	52	61	71	81
3467	13	21	34	43	53	61	71	81
3468	13	21	31	41	51	61	71	82
3469	13	22	31	43	53	62	72	81
3470	13	22	33	44	53	62	72	81
3471	12	21	34	41	53	62	72	82
3472	11	22	33	43	53	61	71	82
3473	11	23	33	44	53	62	71	82
3474	12	22	34	44	52	62	71	81
3475	11	22	33	41	52	61	73	82
3476	11	22	33	43	52	62	71	81
3477	11	22	34	42	53	62	71	82
3478	11	22	34	42	52	62	71	82
3479	12	24	32	41	52	61	71	81
3480	11	22	31	41	53	61	73	82
3481	12	21	34	43	51	62	71	82
3482	13	22	31	41	52	62	72	81
3483	11	21	31	41	51	61	73	81
3484	13	21	34	43	52	62	72	81
3485	12	21	32	43	53	62	72	82
3486	11	21	33	41	53	61	71	82
3487	12	21	31	42	53	62	73	82
3488	11	21	34	44	52	62	71	82
3489	12	23	33	43	51	61	72	82
3490	11	23	34	43	52	62	73	81
3491	12	22	32	42	52	61	73	82
3492	12	22	33	42	51	62	71	81
3493	12	21	32	41	53	62	72	82
3494	13	21	32	42	51	61	73	81
3495	13	21	31	41	53	62	72	81
3496	13	21	34	42	52	62	71	81
3497	13	22	31	41	53	62	72	81
3498	12	21	32	42	51	61	73	82
3499	11	23	33	43	52	61	71	81
3500	12	22	34	43	52	61	72	81
3501	11	24	34	41	51	61	73	82
3502	11	22	32	42	51	61	71	82
3503	12	21	34	42	53	62	71	82
3504	11	21	33	41	51	62	73	82
3505	13	22	32	41	51	62	71	81
3506	11	22	31	44	52	61	71	81
3507	12	22	31	41	52	61	73	82
3508	13	21	31	44	51	61	73	82
3509	11	23	32	42	51	62	71	82
3510	11	25	33	44	51	61	71	81
3511	12	22	33	43	51	62	71	81
3512	11	23	32	42	53	61	72	82
3513	11	24	31	41	53	62	73	81
3514	13	21	32	42	51	61	71	82
3515	12	21	32	42	53	61	72	82
3516	12	21	32	43	53	61	71	82
3517	13	22	31	41	53	61	72	81
3518	13	25	33	41	51	62	72	81
3519	12	21	33	44	51	61	71	82
3520	11	23	33	44	51	62	71	81
3521	11	25	32	42	52	61	72	81
3522	11	24	31	41	51	62	71	81
3523	11	22	32	42	52	61	72	82
3524	13	22	31	41	52	61	73	81
3525	12	22	34	42	51	62	71	82
3526	12	24	31	41	52	62	72	81
3527	13	22	31	44	53	61	71	81
3528	11	21	31	42	53	62	73	81
3529	11	24	34	42	51	61	73	81
3530	11	24	32	41	51	61	72	82
3531	11	24	31	41	52	62	71	82
3532	12	24	32	42	52	62	71	81
3533	11	22	34	43	51	62	73	82
3534	11	21	32	44	51	62	72	81
3535	12	22	32	41	51	61	72	82
3536	11	23	32	43	52	62	71	82
3537	13	21	32	41	51	61	71	82
3538	12	21	32	41	52	62	72	82
3539	12	21	33	42	52	62	73	82
3540	13	22	33	44	51	61	71	81
3541	11	22	33	42	51	61	71	82
3542	12	24	31	43	51	61	71	81
3543	11	21	34	41	53	62	72	81
3544	11	22	33	43	53	62	72	81
3545	12	21	32	42	52	61	72	82
3546	11	24	33	42	51	61	72	81
3547	13	21	33	42	52	61	71	81
3548	13	23	31	42	52	62	71	81
3549	13	22	33	44	52	61	72	81
3550	12	25	34	42	51	61	72	81
3551	13	21	34	42	53	61	72	81
3552	13	22	32	42	52	62	73	82
3553	11	22	34	42	52	61	72	81
3554	11	24	32	41	52	62	71	82
3555	11	23	31	44	53	61	72	82
3556	12	22	33	41	53	61	73	81
3557	11	21	32	41	53	62	73	82
3558	12	22	34	43	51	62	73	81
3559	12	24	31	41	52	62	71	81
3560	13	22	33	44	51	61	73	81
3561	11	22	33	43	53	61	71	81
3562	11	24	33	42	52	62	72	81
3563	11	23	33	42	51	62	72	81
3564	13	22	33	42	51	61	72	81
3565	12	23	31	41	52	61	71	81
3566	11	24	33	44	53	61	72	81
3567	12	21	34	42	53	62	72	82
3568	13	21	32	44	52	62	71	81
3569	11	22	33	44	53	62	73	81
3570	13	21	32	41	52	62	72	82
3571	13	25	31	44	51	61	72	81
3572	11	23	31	44	51	61	73	81
3573	11	22	33	44	52	62	72	82
3574	12	22	34	41	51	62	72	81
3575	13	23	31	41	51	61	72	82
3576	12	23	32	42	53	62	72	81
3577	11	24	32	43	51	61	71	81
3578	12	21	34	43	51	62	73	81
3579	13	24	33	42	51	61	72	81
3580	12	22	34	43	52	62	73	81
3581	11	24	34	44	53	62	71	81
3582	11	24	34	41	52	61	71	81
3583	11	21	31	43	53	61	71	81
3584	11	21	31	44	53	61	73	82
3585	13	22	32	42	52	61	73	81
3586	11	23	32	42	52	61	73	81
3587	11	21	32	43	53	61	73	82
3588	13	23	33	43	51	61	72	81
3589	11	22	31	43	51	61	73	82
3590	11	23	32	43	51	62	71	81
3591	12	22	34	41	52	62	72	82
3592	11	23	31	44	52	62	72	82
3593	12	22	34	42	53	61	71	82
3594	12	25	31	42	52	62	72	81
3595	11	22	31	41	53	61	72	82
3596	12	22	31	42	52	62	73	81
3597	11	21	33	44	51	62	72	81
3598	11	22	34	43	51	62	72	82
3599	11	21	33	44	53	62	73	81
3600	13	21	32	44	52	61	72	81
3601	12	22	31	43	52	62	73	81
3602	13	22	31	41	51	61	73	82
3603	11	21	34	41	52	62	72	82
3604	12	22	33	41	53	61	71	82
3605	11	25	33	43	51	61	71	81
3606	13	24	31	43	51	61	71	81
3607	12	22	34	44	52	62	73	81
3608	11	24	32	43	51	61	72	81
3609	11	24	32	44	51	61	71	81
3610	13	22	32	42	51	62	71	82
3611	11	23	31	43	52	62	73	81
3612	13	22	33	41	52	61	71	82
3613	11	22	34	43	53	61	71	82
3614	11	21	31	44	51	61	73	82
3615	11	21	31	43	51	61	73	82
3616	13	21	34	44	53	62	71	81
3617	12	23	34	41	51	61	72	81
3618	13	22	33	43	51	62	71	81
3619	11	23	33	43	52	62	72	81
3620	12	21	34	43	52	62	71	81
3621	11	21	32	42	51	61	72	82
3622	11	22	31	44	51	62	72	81
3623	11	23	31	42	53	61	71	82
3624	11	22	32	42	53	61	73	81
3625	13	22	31	43	53	61	72	81
3626	12	21	32	42	53	62	71	82
3627	13	24	31	42	51	62	72	81
3628	12	22	31	41	52	62	73	82
3629	11	22	32	43	53	61	73	81
3630	12	21	34	43	52	62	73	81
3631	12	25	32	43	51	61	71	81
3632	12	22	34	44	53	62	71	81
3633	12	23	31	41	53	61	72	81
3634	11	25	33	44	51	61	72	81
3635	11	22	34	42	52	62	72	82
3636	13	21	33	43	51	61	71	82
3637	12	22	31	41	53	62	72	82
3638	11	21	34	44	52	61	71	81
3639	12	23	31	44	53	61	71	81
3640	11	24	32	41	53	62	71	81
3641	13	22	33	41	51	61	72	81
3642	11	22	31	44	51	62	72	82
3643	11	22	32	41	53	62	73	82
3644	11	21	33	42	52	61	72	81
3645	11	23	34	43	53	62	71	81
3646	11	24	32	43	51	62	72	81
3647	11	21	33	43	52	62	71	82
3648	13	22	31	44	51	61	71	82
3649	11	22	34	42	53	62	73	81
3650	12	22	32	43	52	62	73	82
3651	11	22	34	43	52	61	72	81
3652	11	24	33	42	53	61	71	81
3653	13	22	32	42	51	62	72	81
3654	13	22	31	42	53	62	72	81
3655	12	23	32	43	51	61	72	81
3656	11	22	32	42	51	62	73	82
3657	11	23	34	44	53	62	73	81
3658	11	21	31	43	52	61	72	81
3659	13	23	31	41	51	61	73	82
3660	11	21	34	43	51	62	73	82
3661	12	22	33	44	51	61	73	81
3662	11	23	32	41	53	62	72	82
3663	11	23	33	43	51	62	72	82
3664	12	22	34	44	53	61	71	81
3665	11	21	33	44	53	61	73	82
3666	11	21	31	43	53	61	73	82
3667	12	23	32	42	51	62	73	82
3668	11	21	32	41	51	62	72	82
3669	12	21	31	44	51	61	72	82
3670	11	22	34	41	52	61	71	82
3671	11	21	32	43	53	62	73	81
3672	13	21	34	42	51	61	72	82
3673	11	21	34	44	51	61	72	82
3674	11	21	32	44	52	62	72	82
3675	12	21	32	41	52	61	71	82
3676	12	21	31	44	53	62	71	82
3677	11	21	32	44	51	61	71	82
3678	12	21	34	44	52	61	72	81
3679	11	21	33	41	52	62	73	82
3680	12	22	32	44	52	62	72	82
3681	11	22	32	43	52	61	71	82
3682	12	21	33	44	53	62	72	82
3683	13	23	32	41	51	62	71	81
3684	12	22	31	43	53	61	73	82
3685	11	23	32	41	52	61	71	82
3686	11	21	34	43	53	62	72	81
3687	13	21	31	42	51	61	71	81
3688	11	22	34	42	51	61	73	81
3689	12	21	34	43	53	62	71	81
3690	12	22	32	43	52	62	71	82
3691	13	21	33	43	52	61	71	81
3692	11	21	33	43	51	62	73	81
3693	11	23	32	43	51	62	73	82
3694	11	22	34	44	52	61	71	82
3695	12	21	33	44	53	62	71	82
3696	11	24	32	42	51	62	71	82
3697	11	22	31	43	52	62	72	81
3698	11	22	33	41	51	62	72	82
3699	13	21	34	43	51	61	72	81
3700	11	25	33	41	51	61	72	81
3701	11	22	34	44	53	62	71	81
3702	11	22	32	41	53	62	71	81
3703	11	21	33	43	52	62	71	81
3704	11	23	32	43	51	62	73	81
3705	13	21	33	41	52	61	71	82
3706	13	21	32	43	53	62	72	81
3707	12	22	33	43	51	61	71	82
3708	12	25	31	41	51	61	73	82
3709	12	21	33	41	52	61	73	81
3710	12	21	33	41	53	61	72	81
3711	12	21	32	44	53	62	71	82
3712	12	23	33	44	53	62	71	81
3713	11	24	34	43	51	61	72	82
3714	11	23	31	41	52	61	72	82
3715	11	21	34	42	53	62	72	82
3716	12	21	34	41	52	62	72	82
3717	13	21	31	44	53	61	72	81
3718	13	21	32	42	51	61	71	81
3719	13	22	33	43	51	62	72	81
3720	12	21	34	41	53	61	73	81
3721	12	21	32	44	51	61	73	82
3722	12	21	31	41	51	62	73	81
3723	11	23	34	44	52	62	71	81
3724	11	21	31	41	53	62	73	82
3725	11	21	34	43	52	62	71	81
3726	12	23	32	42	52	62	71	82
3727	11	22	32	44	52	62	73	82
3728	11	21	31	43	52	61	72	82
3729	13	24	31	41	51	62	71	81
3730	12	22	33	42	51	61	72	82
3731	13	23	32	42	51	62	72	81
3732	13	21	33	44	51	61	71	82
3733	11	21	31	43	51	62	73	82
3734	12	24	33	41	51	62	71	81
3735	11	24	33	42	52	62	71	81
3736	13	22	32	41	52	62	72	81
3737	11	25	31	43	51	61	71	81
3738	12	21	33	41	53	61	71	82
3739	11	23	31	44	52	61	73	81
3740	12	21	34	41	53	62	73	81
3741	13	22	31	44	53	62	71	81
3742	11	23	32	43	52	62	72	82
3743	11	23	32	43	52	62	71	81
3744	12	21	34	44	52	62	73	81
3745	11	23	33	43	51	61	73	81
3746	12	24	32	41	52	62	71	81
3747	13	22	32	42	52	61	72	81
3748	13	22	32	41	52	62	73	81
3749	12	22	34	41	52	61	72	82
3750	12	25	31	41	52	61	71	81
3751	11	22	34	41	53	62	71	81
3752	11	22	31	44	53	61	71	82
3753	11	21	33	43	51	61	71	82
3754	12	22	34	43	53	62	72	81
3755	11	22	31	41	51	61	73	81
3756	13	22	32	41	52	61	73	81
3757	13	24	33	41	51	62	72	81
3758	11	23	33	44	51	61	73	82
3759	12	22	34	42	51	61	72	82
3760	13	21	34	41	53	62	71	81
3761	11	23	34	42	51	61	71	82
3762	11	21	31	43	53	61	72	82
3763	13	23	31	42	52	61	72	81
3764	11	23	31	43	53	62	72	82
3765	13	25	33	41	52	61	72	81
3766	11	22	31	42	51	62	71	82
3767	11	21	31	41	53	61	73	82
3768	11	22	32	43	52	61	73	82
3769	11	23	33	43	53	61	72	82
3770	11	23	31	42	52	62	72	82
3771	12	22	33	44	52	61	73	82
3772	12	25	34	44	51	61	72	81
3773	11	24	31	44	52	62	72	81
3774	13	25	34	41	51	61	71	81
3775	11	22	34	44	53	62	72	81
3776	11	21	32	41	53	62	71	81
3777	13	22	34	42	51	61	73	82
3778	12	22	32	42	53	61	71	82
3779	11	23	32	41	53	62	72	81
3780	11	21	33	41	52	62	73	81
3781	11	22	32	44	52	62	71	82
3782	12	23	32	41	51	61	73	82
3783	11	22	31	42	52	61	73	81
3784	11	21	33	42	52	62	73	82
3785	11	22	31	43	51	62	73	82
3786	11	23	34	44	52	61	72	81
3787	12	22	33	42	52	61	73	81
3788	12	21	32	42	51	62	73	82
3789	12	23	31	43	51	61	72	81
3790	11	22	33	42	53	62	72	82
3791	11	23	32	42	51	61	73	81
3792	12	23	32	44	51	62	72	81
3793	13	22	31	42	51	62	71	81
3794	11	24	33	44	51	61	72	82
3795	12	22	32	41	52	62	72	82
3796	11	23	31	41	53	62	71	82
3797	11	23	31	42	53	62	73	82
3798	11	21	32	42	53	62	72	81
3799	11	24	31	41	52	61	71	81
3800	11	22	32	44	52	61	73	82
3801	11	21	32	44	53	61	71	82
3802	11	23	34	44	52	62	72	81
3803	13	22	32	44	52	61	72	81
3804	12	21	33	41	51	61	72	82
3805	11	22	31	43	52	62	72	82
3806	12	22	34	41	51	62	71	81
3807	11	21	33	44	52	61	71	82
3808	12	22	33	41	53	62	72	81
3809	12	22	32	42	53	61	71	81
3810	13	21	33	42	53	62	71	81
3811	12	21	34	43	53	62	72	82
3812	12	22	33	44	53	61	71	81
3813	12	22	31	43	53	62	72	82
3814	11	24	32	43	52	61	71	81
3815	12	23	32	42	51	62	72	82
3816	11	25	32	42	52	61	71	81
3817	11	23	34	41	51	61	72	82
3818	12	22	32	43	53	62	72	81
3819	11	21	32	44	53	62	73	81
3820	12	22	31	41	51	61	73	81
3821	11	22	33	43	53	62	71	82
